Thời gian;Người gửi;Nội dung
2026-01-03 23:09:23;Mai Quỳnh Anh;🥹
2026-01-03 23:09:29;Hà Đăng Khôi;lần này tui phe QA rồi :>
2026-01-03 23:09:55;Lê Ngọc Tuyền;hong co ma
2026-01-03 23:09:59;Lê Ngọc Tuyền;oi oi oi
2026-01-03 23:10:00;Lê Ngọc Tuyền;=))
2026-01-03 23:10:03;Lê Ngọc Tuyền;ông tốt gì hơn toi
2026-01-03 23:10:07;Lê Ngọc Tuyền;ông dí bả liên tục
2026-01-03 23:10:11;Lê Ngọc Tuyền;tui chỉ hỏi 1 câu hoy
2026-01-03 23:10:17;Lê Ngọc Tuyền;1 câu hoy QA oii
2026-01-03 23:10:17;Lê Ngọc Tuyền;:>
2026-01-03 23:10:19;Hà Đăng Khôi;:>
2026-01-03 23:10:21;Lê Ngọc Tuyền;mà thiệt
2026-01-03 23:10:24;Lê Ngọc Tuyền;công nhận cái bả làm
2026-01-03 23:10:28;Lê Ngọc Tuyền;nó bị cuống:>
2026-01-03 23:10:50;Hà Đăng Khôi;nhìu cái để hỏi :>
2026-01-03 23:10:54;Mai Quỳnh Anh;hả
2026-01-03 23:10:57;Mai Quỳnh Anh;phe j vậy mn=)))
2026-01-03 23:11:04;Lê Ngọc Tuyền;tui cũng ko biet
2026-01-03 23:11:05;Lê Ngọc Tuyền;:>
2026-01-03 23:11:21;Mai Quỳnh Anh;"à cái đó
cx hok hẳn á
nó sẽ trả về 1 cái URL"
2026-01-03 23:11:23;Lê Ngọc Tuyền;à ý là ổng cũng đồng ý với bà là tui bully pà
2026-01-03 23:11:24;Lê Ngọc Tuyền;:>
2026-01-03 23:11:25;Mai Quỳnh Anh;1 dòng dài quằng á
2026-01-03 23:11:35;Hà Đăng Khôi;ý là :>
2026-01-03 23:11:39;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😢 về tin nhắn của bạn 
2026-01-03 23:11:43;Hà Đăng Khôi;thay vì là URL
2026-01-03 23:11:54;Hà Đăng Khôi;thì nó là 1 file script
2026-01-03 23:12:07;Hà Đăng Khôi;nhưng mà viết trên 1 dòng duy nhất :>
2026-01-03 23:12:13;Mai Quỳnh Anh;ừa
2026-01-03 23:12:15;Mai Quỳnh Anh;kiểu kiểu
2026-01-03 23:12:17;Mai Quỳnh Anh;=)))))
2026-01-03 23:12:18;Lê Ngọc Tuyền;ồ
2026-01-03 23:12:20;Mai Quỳnh Anh;nói chung là
2026-01-03 23:12:23;Lê Ngọc Tuyền;tạm hỉu dị đy
2026-01-03 23:12:23;Lê Ngọc Tuyền;:>
2026-01-03 23:12:25;Mai Quỳnh Anh;có j mai nói=)))))
2026-01-03 23:12:28;Lê Ngọc Tuyền;ok >
2026-01-03 23:12:30;Mai Quỳnh Anh;nso cx hok có qtrong á
2026-01-03 23:12:33;Mai Quỳnh Anh;có hàm sẵn rồi á
2026-01-03 23:12:36;Lê Ngọc Tuyền;okii
2026-01-03 23:13:00;Mai Quỳnh Anh;🥹
2026-01-03 23:13:00;Lê Ngọc Tuyền;ê
2026-01-03 23:13:02;Lê Ngọc Tuyền;2 ng này
2026-01-03 23:13:07;Lê Ngọc Tuyền;debate với nhau riết
2026-01-03 23:13:09;Lê Ngọc Tuyền;cái nd báo cáo
2026-01-03 23:13:12;Lê Ngọc Tuyền;khá là tương tự nhau ha
2026-01-03 23:13:13;Lê Ngọc Tuyền;:>
2026-01-03 23:13:17;Hà Đăng Khôi;:>
2026-01-03 23:13:18;Mai Quỳnh Anh;ủa
2026-01-03 23:13:23;Mai Quỳnh Anh;riết hồi nào
2026-01-03 23:13:24;Triêm Đoàn;:))))
2026-01-03 23:13:24;Mai Quỳnh Anh;=))))
2026-01-03 23:13:31;Mai Quỳnh Anh;ms có 1 lần à
2026-01-03 23:13:31;Hà Đăng Khôi;mới có hôm qua
2026-01-03 23:13:32;Hà Đăng Khôi;:>
2026-01-03 23:13:33;Mai Quỳnh Anh;🥹
2026-01-03 23:13:38;Hà Đăng Khôi;nma ít ra
2026-01-03 23:13:49;Hà Đăng Khôi;nội dung nội dung
2026-01-03 23:13:55;Hà Đăng Khôi;nó đã hội tụ :>
2026-01-03 23:13:58;Lê Ngọc Tuyền;:>
2026-01-03 23:14:00;Hà Đăng Khôi;chứ nó kh phân kỳ
2026-01-03 23:14:01;Hà Đăng Khôi;:>
2026-01-03 23:14:13;Mai Quỳnh Anh;=)))))))
2026-01-03 23:14:16;Mai Quỳnh Anh;mai nói 1 cái
2026-01-03 23:14:19;Mai Quỳnh Anh;là hiểu liền à
2026-01-03 23:14:22;Mai Quỳnh Anh;ý là
2026-01-03 23:14:27;Mai Quỳnh Anh;chọn cái tối ưu
2026-01-03 23:14:31;Mai Quỳnh Anh;mà mn chấp nhận được th
2026-01-03 23:14:34;Hà Đăng Khôi;"===()> yes
-----()< no"
2026-01-03 23:14:38;Lê Ngọc Tuyền;:>
2026-01-03 23:14:38;Mai Quỳnh Anh;chứu cái j cx có điểm yếu á=)))
2026-01-03 23:14:41;Hà Đăng Khôi;:>
2026-01-03 23:14:47;Lê Ngọc Tuyền;tới ông Triêm nè
2026-01-03 23:14:54;Lê Ngọc Tuyền;ê mà mn nhớ rảnh
2026-01-03 23:14:58;Lê Ngọc Tuyền;vô đọc báo cáo het nhe mn
2026-01-03 23:15:08;Hà Đăng Khôi;còn bà chưa đọc á
2026-01-03 23:15:09;Hà Đăng Khôi;:>
2026-01-03 23:15:13;Lê Ngọc Tuyền;làm việc của mình và hưởng thành quả của ngkhac
2026-01-03 23:15:16;Lê Ngọc Tuyền;đang ne
2026-01-03 23:15:17;Lê Ngọc Tuyền;:>
2026-01-03 23:15:35;Mai Quỳnh Anh;có tui là chx kịp hưởng thì debate=))))))
2026-01-03 23:15:41;Mai Quỳnh Anh;hỏi j mà dài hơn cái sớ=))))
2026-01-03 23:15:47;Mai Quỳnh Anh;nhma khúc tui thú dị thiệcc
2026-01-03 23:15:49;Mai Quỳnh Anh;🥹
2026-01-03 23:15:53;Hà Đăng Khôi;=)))
2026-01-03 23:15:56;Hà Đăng Khôi;dễ khai thac
2026-01-03 23:16:00;Lê Ngọc Tuyền;bà đào được vàng rùi :>
2026-01-03 23:16:03;Hà Đăng Khôi;với nhiều hướng đi
2026-01-03 23:16:11;Lê Ngọc Tuyền;để coi mỗi tuần ai đăng quang
2026-01-03 23:16:12;Lê Ngọc Tuyền;:>
2026-01-03 23:16:18;Mai Quỳnh Anh;ýe
2026-01-03 23:16:20;Mai Quỳnh Anh;nó kiểu
2026-01-03 23:16:24;Mai Quỳnh Anh;rất rất nhiều hướng á
2026-01-03 23:16:25;Hà Đăng Khôi;chứ như Nghĩa với Triêm với Tiền thì nó cứ nhiu đó làm tới thôi :>
2026-01-03 23:16:26;Mai Quỳnh Anh;=)))))
2026-01-03 23:16:27;Mai Quỳnh Anh;tối ưu mà
2026-01-03 23:16:34;Mai Quỳnh Anh;=)))))))))))
2026-01-03 23:16:38;Mai Quỳnh Anh;hoa hậu unopia
2026-01-03 23:16:56;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-03 23:17:08;Mai Quỳnh Anh;ya=)))))
2026-01-03 23:17:16;Mai Quỳnh Anh;cái khúc tui là mn phải cùng nhau làm á
2026-01-03 23:17:28;Mai Quỳnh Anh;nhma mai tui sẽ nói hết những cái tui đã tìm hiểu
2026-01-03 23:17:31;Mai Quỳnh Anh;để mn xem xét
2026-01-03 23:17:40;Mai Quỳnh Anh;cái hướng tui ghi trong báo cáo là hg tui chọn th
2026-01-03 23:17:47;Mai Quỳnh Anh;🥹
2026-01-03 23:17:54;Hà Đăng Khôi;🥹
2026-01-03 23:19:15;Mai Quỳnh Anh;có j mai mn timeline i
2026-01-03 23:19:18;Mai Quỳnh Anh;sợ lố á=)))
2026-01-03 23:19:32;Mai Quỳnh Anh;đủ trình bày từng phần luôn
2026-01-03 23:21:07;Nghĩa Đoàn;cả nhà thấy cái UI/UX tongtai vibe coding cho Figma seo:>
2026-01-03 23:21:50;Mai Quỳnh Anh;=)))))
2026-01-03 23:21:51;Mai Quỳnh Anh;hmm
2026-01-03 23:21:53;Mai Quỳnh Anh;cái của mik á
2026-01-03 23:22:03;Mai Quỳnh Anh;cx chx chốt làm app hay hok thì phải
2026-01-03 23:22:05;Mai Quỳnh Anh;cái output
2026-01-03 23:22:11;Mai Quỳnh Anh;là trả về mess vs excel á
2026-01-03 23:22:17;Mai Quỳnh Anh;chx có tính cái này
2026-01-03 23:22:25;Hà Đăng Khôi;quào :>
2026-01-03 23:22:29;Hà Đăng Khôi;9.5đ
2026-01-03 23:22:36;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-03 23:23:06;Nghĩa Đoàn;yee, nhma tongtai tuần này phải làm UI/UX nên theo hướng là cta làm app nhá:)))
2026-01-03 23:23:19;Nghĩa Đoàn;NT anti HK đã bày tỏ cảm xúc 😢 về tin nhắn của bạn 
2026-01-03 23:23:24;Mai Quỳnh Anh;oke ạ
2026-01-03 23:23:26;Mai Quỳnh Anh;=))))))
2026-01-03 23:23:46;Mai Quỳnh Anh;má
2026-01-03 23:23:47;Mai Quỳnh Anh;có khi
2026-01-03 23:23:52;Lê Ngọc Tuyền;toi đã làm dì xai =))
2026-01-03 23:23:53;Mai Quỳnh Anh;mai họp tới chiều=)))))
2026-01-03 23:23:55;Mai Quỳnh Anh;dài điêng
2026-01-03 23:24:17;Lê Ngọc Tuyền;ok tối ngtuyen up nhe
2026-01-03 23:24:42;Mai Quỳnh Anh;ê mà
2026-01-03 23:24:44;Mai Quỳnh Anh;rõ ràng là
2026-01-03 23:24:48;Mai Quỳnh Anh;hk em út 2k7
2026-01-03 23:24:51;Mai Quỳnh Anh;mà dí gr này
2026-01-03 23:24:55;Mai Quỳnh Anh;hơn anh cả
2026-01-03 23:24:56;Mai Quỳnh Anh;=)))))))))
2026-01-03 23:25:19;Mai Quỳnh Anh;maknae kiểu đó hả
2026-01-03 23:25:24;Mai Quỳnh Anh;bully cả gr=))))
2026-01-03 23:25:24;Hà Đăng Khôi;mới có một lần mà mang tiếng cỡ đóa :>
2026-01-03 23:25:29;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-03 23:26:03;Mai Quỳnh Anh;hok giấu mn nx
2026-01-03 23:26:07;Mai Quỳnh Anh;thực ra tui 2k17
2026-01-03 23:26:10;Mai Quỳnh Anh;🥹
2026-01-03 23:26:13;Triêm Đoàn;:))))))
2026-01-03 23:26:18;Mai Quỳnh Anh;xin hãy nhẹ tay...
2026-01-03 23:27:08;Lê Ngọc Tuyền;toi sẽ cố gắng chia timeline siêu kỹ
2026-01-03 23:27:09;Lê Ngọc Tuyền;à hong
2026-01-03 23:27:10;Triêm Đoàn;Này như thánh gióng luôn
2026-01-03 23:27:17;Lê Ngọc Tuyền;tui note những thứ cần làm ngày mai
2026-01-03 23:27:26;Lê Ngọc Tuyền;thư ký chia timeline chứ ha
2026-01-03 23:27:43;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-03 23:27:50;Lê Ngọc Tuyền;bully mí đứa cgai
2026-01-03 23:27:56;Lê Ngọc Tuyền;100% mang tiếng cả đời =))
2026-01-03 23:27:59;Lê Ngọc Tuyền;vì chúng toi
2026-01-03 23:28:01;Lê Ngọc Tuyền;đụng 1 la 10
2026-01-03 23:28:03;Mai Quỳnh Anh;=)))))))))))
2026-01-03 23:28:04;Lê Ngọc Tuyền;=))))))))))))))))))
2026-01-03 23:28:08;Lê Ngọc Tuyền;quá là bth :>
2026-01-03 23:29:04;Triêm Đoàn;:))))))))))))
2026-01-03 23:32:18;Hà Đăng Khôi;dạ :>
2026-01-03 23:32:34;Lê Ngọc Tuyền;ok =))
2026-01-03 23:32:38;Hà Đăng Khôi;thêm cái task dí timeline
2026-01-03 23:32:39;Hà Đăng Khôi;=)))
2026-01-03 23:32:41;Lê Ngọc Tuyền;tời ơi ổng dạ quài dị:>
2026-01-03 23:32:44;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-03 23:33:09;Mai Quỳnh Anh;ai dạ chứ hk dạ là sợ
2026-01-03 23:33:10;Mai Quỳnh Anh;=))))
2026-01-03 23:33:12;Triêm Đoàn;:>>>>>
2026-01-03 23:40:55;Nghĩa Đoàn;mn thây làm theo hướng này thì seo:>
2026-01-03 23:40:59;Nghĩa Đoàn;cái UI/UX:>
2026-01-03 23:41:52;Lê Ngọc Tuyền;á à
2026-01-03 23:41:52;Lê Ngọc Tuyền;nãy h
2026-01-03 23:42:00;Lê Ngọc Tuyền;tui thấy tongtai cứ cap mí cái này vo
2026-01-03 23:42:06;Lê Ngọc Tuyền;tui tưởng ổng đặt đồ ăn hay dì
2026-01-03 23:42:08;Lê Ngọc Tuyền;dờ mới nhớ
2026-01-03 23:42:13;Lê Ngọc Tuyền;ổng làm UI US
2026-01-03 23:42:19;Lê Ngọc Tuyền;=)))))))
2026-01-03 23:42:21;Nghĩa Đoàn;:)
2026-01-03 23:42:26;Nghĩa Đoàn;:)))))
2026-01-03 23:42:26;Triêm Đoàn;Cxung hay nè
2026-01-03 23:42:28;Triêm Đoàn;:))))
2026-01-03 23:43:00;Nghĩa Đoàn;tongtai cũng thấy dị:>
2026-01-03 23:43:34;Lê Ngọc Tuyền;alo
2026-01-03 23:43:35;Lê Ngọc Tuyền;dị mơi
2026-01-03 23:43:37;Lê Ngọc Tuyền;mấy dờ cái ne mn
2026-01-03 23:43:41;Lê Ngọc Tuyền;1h chiều hẽ
2026-01-03 23:43:50;Lê Ngọc Tuyền;mn ok het khom
2026-01-03 23:43:57;Triêm Đoàn;Okeeee lun
2026-01-03 23:43:58;Nghĩa Đoàn;đc:>
2026-01-03 23:44:06;Triêm Đoàn;Toi mọi giờ
2026-01-03 23:44:06;Nghĩa Đoàn;tongtai ko ngủ tới 13h âu:>
2026-01-03 23:44:08;Lê Ngọc Tuyền;hakhoi đượt hong bé
2026-01-03 23:44:10;Lê Ngọc Tuyền;=))))))))))))
2026-01-03 23:44:18;Triêm Đoàn;Toi gáng khong ngủm trua
2026-01-03 23:44:20;Triêm Đoàn;:>>>
2026-01-03 23:49:00;Hà Đăng Khôi;được =)))
2026-01-03 23:53:25;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-03 23:53:27;Lê Ngọc Tuyền;Ok
2026-01-04 00:10:36;Lê Ngọc Tuyền;oi cái nd của ông Triêm đọc cũm ổn nhma format xíu hơm
2026-01-04 00:11:00;Lê Ngọc Tuyền;ổng trbay hơi ẩu :>
2026-01-04 00:11:00;Triêm Đoàn;Hé
2026-01-04 00:11:03;Triêm Đoàn;:>>>>
2026-01-04 00:11:29;Lê Ngọc Tuyền;ê thì ra cái vụ tách loại comment
2026-01-04 00:11:35;Lê Ngọc Tuyền;nó phân biệt riêng quá ha
2026-01-04 00:11:37;Lê Ngọc Tuyền;ngon :>
2026-01-04 00:12:41;Triêm Đoàn;Chỉnh seo cho nó chuyên nghiệp hé bà
2026-01-04 00:13:00;Lê Ngọc Tuyền;thì nhìn nó cơ bản hoi :>
2026-01-04 00:13:05;Lê Ngọc Tuyền;nhma logic là được òi
2026-01-04 00:13:06;Lê Ngọc Tuyền;ê tui có
2026-01-04 00:13:09;Lê Ngọc Tuyền;comment 1 cái:>
2026-01-04 00:13:18;Lê Ngọc Tuyền;hihi
2026-01-04 00:14:09;Triêm Đoàn;Àaa
2026-01-04 00:14:48;Lê Ngọc Tuyền;ok =)
2026-01-04 00:15:11;Lê Ngọc Tuyền;oi chet
2026-01-04 00:15:19;Lê Ngọc Tuyền;comment bằng gmail của tui
2026-01-04 00:15:19;Lê Ngọc Tuyền;:>
2026-01-04 00:15:46;Hà Đăng Khôi;comment thì bằng mail cad nhân i
2026-01-04 00:15:52;Hà Đăng Khôi;cho dễ nhìn :>
2026-01-04 00:15:54;Lê Ngọc Tuyền;troi oi coi cái latex của ông Nghĩa
2026-01-04 00:15:56;Lê Ngọc Tuyền;ngất ngây
2026-01-04 00:15:56;Lê Ngọc Tuyền;:>
2026-01-04 00:16:05;Hà Đăng Khôi;cũm dài á
2026-01-04 00:16:11;Lê Ngọc Tuyền;ý là
2026-01-04 00:16:13;Lê Ngọc Tuyền;noá xịn
2026-01-04 00:16:13;Lê Ngọc Tuyền;:>
2026-01-04 00:16:24;Lê Ngọc Tuyền;cái ngày
2026-01-04 00:16:27;Lê Ngọc Tuyền;ảnh lựa đúm khomm :>
2026-01-04 00:16:34;Lê Ngọc Tuyền;khai bút đầu năm thiệt luon mà
2026-01-04 00:20:34;Lê Ngọc Tuyền;dài dữ dẫy
2026-01-04 00:20:34;Lê Ngọc Tuyền;:>
2026-01-04 00:21:02;Hà Đăng Khôi;=))))
2026-01-04 00:22:27;Triêm Đoàn;Tui mí rep lại roài á
2026-01-04 00:22:44;Lê Ngọc Tuyền;okii
2026-01-04 01:02:59;Lê Ngọc Tuyền;má oi
2026-01-04 01:03:03;Lê Ngọc Tuyền;1 ề việc cần làm
2026-01-04 01:03:11;Lê Ngọc Tuyền;mơi chắc sẽ là 1 buổi họp dài
2026-01-04 01:03:11;Triêm Đoàn;Saooo dị sốpbowi
2026-01-04 01:03:16;Lê Ngọc Tuyền;=))
2026-01-04 01:03:19;Triêm Đoàn;:)))))
2026-01-04 01:03:36;Triêm Đoàn;Chuẩn bị mai khong 99+
2026-01-04 01:03:42;Triêm Đoàn;mà là 9h hơn
2026-01-04 01:03:44;Triêm Đoàn;:))))
2026-01-04 01:03:48;Lê Ngọc Tuyền;=))
2026-01-04 01:03:50;Lê Ngọc Tuyền;nghi á
2026-01-04 01:04:09;Lê Ngọc Tuyền;tui nhớ cần làm nhiều lắm
2026-01-04 01:04:12;Lê Ngọc Tuyền;mà giờ nhớ nhiu đó à
2026-01-04 01:04:25;Lê Ngọc Tuyền;ê mà HK tẹt zoi quá, kêu ổng chia timeline
2026-01-04 01:04:33;Lê Ngọc Tuyền;mà ổng kê vô mấy mục ok lúm
2026-01-04 01:04:34;Lê Ngọc Tuyền;:>
2026-01-04 01:04:46;Hà Đăng Khôi;hả là tui làm gì :>
2026-01-04 01:04:56;Lê Ngọc Tuyền;ý là ổng thiết kế cái docs
2026-01-04 01:04:58;Lê Ngọc Tuyền;sẵn
2026-01-04 01:04:58;Lê Ngọc Tuyền;:>
2026-01-04 01:08:06;Hà Đăng Khôi;hoi đi ngủ
2026-01-04 01:08:12;Hà Đăng Khôi;mai dậy sớm họp :>
2026-01-04 01:08:33;Lê Ngọc Tuyền;gì mà dậy sớm
2026-01-04 01:08:34;Lê Ngọc Tuyền;:>
2026-01-04 01:08:41;Hà Đăng Khôi;ngủ 12 tiếng
2026-01-04 01:08:45;Lê Ngọc Tuyền;:>
2026-01-04 01:08:47;Hà Đăng Khôi;1h dậy là hợp lý r
2026-01-04 01:08:47;Hà Đăng Khôi;:>
2026-01-04 01:08:49;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-04 01:08:55;Lê Ngọc Tuyền;mơi HK sẽ kiểu
2026-01-04 01:09:04;Lê Ngọc Tuyền;"bới tô cơm debate với QA
=))"
2026-01-04 01:09:27;Hà Đăng Khôi;*8h sáng mai bổng dưng thức dậy
2026-01-04 01:10:48;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-04 01:10:52;Lê Ngọc Tuyền;1h buồn ngủ đi ha
2026-01-04 01:21:13;Nghĩa Đoàn;hé lo
2026-01-04 01:21:25;Nghĩa Đoàn;tongtai đã sống dậy
2026-01-04 01:21:32;Hà Đăng Khôi;:>
2026-01-04 01:21:41;Hà Đăng Khôi;Tongtai dự định làm gì giờ này
2026-01-04 01:21:57;Nghĩa Đoàn;hum bt nữa
2026-01-04 01:22:08;Hà Đăng Khôi;=))))
2026-01-04 01:22:20;Nghĩa Đoàn;tongtai
2026-01-04 01:22:21;Nghĩa Đoàn;sẽ đọc
2026-01-04 01:22:22;Nghĩa Đoàn;999+
2026-01-04 01:22:25;Nghĩa Đoàn;miss hôm nay
2026-01-04 01:22:37;Hà Đăng Khôi;Nhìu v hả :>
2026-01-04 01:22:50;Nghĩa Đoàn;nhiều mờ:>
2026-01-04 11:16:21;Lê Ngọc Tuyền;chet ròi
2026-01-04 11:16:24;Lê Ngọc Tuyền;chiều nhà toi sửa điện
2026-01-04 11:16:25;Lê Ngọc Tuyền;=))
2026-01-04 11:16:39;Lê Ngọc Tuyền;để toi tìm cách coi xao
2026-01-04 11:21:52;Mai Quỳnh Anh;omg
2026-01-04 11:21:54;Mai Quỳnh Anh;=))))))
2026-01-04 11:22:03;Hà Đăng Khôi;=))))
2026-01-04 11:22:11;Hà Đăng Khôi;Khó z
2026-01-04 11:23:05;Mai Quỳnh Anh;🥹
2026-01-04 11:23:13;Mai Quỳnh Anh;Dừng lại điiii đã bỏ ghim một tin nhắn.
2026-01-04 11:35:07;Lê Ngọc Tuyền;hong chắc hong xao
2026-01-04 11:35:15;Lê Ngọc Tuyền;cùng lắm tui chạy ra cfe
2026-01-04 11:36:59;Mai Quỳnh Anh;Tr oi
2026-01-04 11:37:06;Mai Quỳnh Anh;Để cố nha=)))))
2026-01-04 11:37:17;Mai Quỳnh Anh;Tui sợ hok xong dc é
2026-01-04 11:37:26;Lê Ngọc Tuyền;:>
2026-01-04 11:37:42;Lê Ngọc Tuyền;dị hì giữa chừng mn sẽ thấy ngtuyen off để chạy dìa
2026-01-04 11:38:18;Mai Quỳnh Anh;=)))))
2026-01-04 12:30:49;Hà Đăng Khôi;=))))
2026-01-04 12:30:59;Hà Đăng Khôi;Toi đã sẵn sàng
2026-01-04 12:32:58;Triêm Đoàn;Toai chuẩn bị
2026-01-04 12:41:04;Nghĩa Đoàn;Toi mới ngủ dậy:))
2026-01-04 12:41:15;Triêm Đoàn;Ố
2026-01-04 12:41:25;Triêm Đoàn;Tổng tài đặt đồ ăn đuy
2026-01-04 12:42:00;Nghĩa Đoàn;H đi mua luôn:))
2026-01-04 12:47:13;Triêm Đoàn;https://meet.google.com/zee-vawg-svw
2026-01-04 12:47:21;Triêm Đoàn;Ai gảnh dô luôn nè
2026-01-04 12:47:24;Hà Đăng Khôi;Toi mới về ngoại
2026-01-04 12:47:32;Triêm Đoàn;:>>>>>
2026-01-04 12:48:06;Hà Đăng Khôi;Toi chơi game thua mấy đứa nhỏ :>
2026-01-04 12:49:10;Triêm Đoàn;Nhỏ cháu slay dữ
2026-01-04 12:51:01;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-04 12:52:57;Hà Đăng Khôi;Má chơi dí đứa nào cubgx thua :>
2026-01-04 12:53:07;Hà Đăng Khôi;Thoai vào họp
2026-01-04 12:53:13;Triêm Đoàn;Tra giè măng mọc
2026-01-04 12:53:15;Triêm Đoàn;:>>>
2026-01-04 12:53:21;Hà Đăng Khôi;Già ròi
2026-01-04 12:54:29;Hà Đăng Khôi;🥹
2026-01-04 12:54:49;Mai Quỳnh Anh;ủa
2026-01-04 12:54:55;Mai Quỳnh Anh;meet hay call ta
2026-01-04 12:55:05;Hà Đăng Khôi;Meet i
2026-01-04 12:55:46;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc ❤ về tin nhắn của bạn 
2026-01-04 12:56:46;Triêm Đoàn;Sao meet khong hiện time dị
2026-01-04 12:57:04;Triêm Đoàn;Thường ngày hay thấy lém
2026-01-04 12:57:30;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-04 12:57:48;Lê Ngọc Tuyền;toi đay
2026-01-04 12:58:35;Hà Đăng Khôi;chào tôi nhé
2026-01-04 12:58:36;Hà Đăng Khôi;:>
2026-01-04 12:58:42;Lê Ngọc Tuyền;:>
2026-01-04 12:58:45;Lê Ngọc Tuyền;dô chưa cả nhà
2026-01-04 13:00:33;Hà Đăng Khôi;chờ tui xíu nhóe
2026-01-04 13:03:58;Hà Đăng Khôi;Ơi ae họp trước i
2026-01-04 13:04:04;Hà Đăng Khôi;Tui 20p nuae
2026-01-04 13:04:05;Hà Đăng Khôi;🥹
2026-01-04 13:04:08;Lê Ngọc Tuyền;=)))
2026-01-04 13:04:13;Lê Ngọc Tuyền;seo mà đượt
2026-01-04 13:04:19;Lê Ngọc Tuyền;định kêu ông mở bát á :>
2026-01-04 13:37:13;Mai Quỳnh Anh;@Lê Ngọc Tuyền
2026-01-04 13:37:14;Mai Quỳnh Anh;ụa
2026-01-04 13:37:16;Mai Quỳnh Anh;dou òiii
2026-01-04 15:04:21;Hà Đăng Khôi;:>
2026-01-04 15:15:24;Hà Đăng Khôi;Ôph
2026-01-04 15:15:26;Hà Đăng Khôi;Lap hết pib
2026-01-04 15:15:29;Hà Đăng Khôi;:>
2026-01-04 15:15:52;Triêm Đoàn;Lag ròi
2026-01-04 15:16:09;Hà Đăng Khôi;Lap sập r :>
2026-01-04 15:16:21;Hà Đăng Khôi;Đt 4%
2026-01-04 15:16:28;Lê Ngọc Tuyền;vừa sạc vừa xài
2026-01-04 15:16:29;Lê Ngọc Tuyền;:>
2026-01-04 15:17:29;Hà Đăng Khôi;Chờ xíu :>
2026-01-04 16:06:47;Hà Đăng Khôi;Hé lu
2026-01-04 16:07:08;Lê Ngọc Tuyền;dô
2026-01-04 16:44:41;Lê Ngọc Tuyền;https://www.notion.so/Inpages-me-2c87dc52b2138023a52cf006e389549e?source=copy_link
2026-01-04 17:02:58;Triêm Đoàn;Where r u now @Lê Ngọc Tuyền
2026-01-04 17:09:06;Mai Quỳnh Anh;Dừng lại điiii đã gửi một file đính kèm.
2026-01-04 17:09:12;Mai Quỳnh Anh;@Lê Ngọc Tuyền +1 còn ten nè
2026-01-04 17:10:38;Nghĩa Đoàn;Đi cắttt tócccc
2026-01-04 17:10:54;Hà Đăng Khôi;E1 hả =))))
2026-01-04 17:10:59;Triêm Đoàn;E1 há
2026-01-04 17:11:21;Nghĩa Đoàn;Ye:)
2026-01-04 17:11:27;Nghĩa Đoàn;Toi lam bieng qua roi
2026-01-04 17:11:30;Triêm Đoàn;:))))))
2026-01-04 17:11:30;Nghĩa Đoàn;🫠
2026-01-04 17:11:39;Nghĩa Đoàn;Ko sao
2026-01-04 17:11:40;Mai Quỳnh Anh;đã
2026-01-04 17:11:40;Nghĩa Đoàn;H cắt
2026-01-04 17:11:42;Mai Quỳnh Anh;=)))))))))
2026-01-04 17:11:48;Nghĩa Đoàn;Xong 1 tháng sau cắt mới qtrong
2026-01-04 17:11:51;Nghĩa Đoàn;Lúc đó mới tết
2026-01-04 17:11:53;Mai Quỳnh Anh;h cắt tết mọc lại là ngon lun
2026-01-04 17:12:06;Nghĩa Đoàn;H cắt xong 1 tháng sau cắt
2026-01-04 17:12:12;Nghĩa Đoàn;Xong tết mới mọc:>
2026-01-04 17:13:46;Hà Đăng Khôi;:>
2026-01-04 17:13:50;Hà Đăng Khôi;E cũng mới cât
2026-01-04 17:13:55;Hà Đăng Khôi;2 ngày trước
2026-01-04 17:14:22;Hà Đăng Khôi;Tui cũng thích cái nì =))))
2026-01-04 17:15:11;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
